,FREQUENC,GEO,TIME,ISCED11,AGE,SEX,UNIT,ACL00,Value
3290,At least once,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,19.6
3291,At least once,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,19.5
3292,At least once,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,17.2
3293,At least once,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,9.3
3294,At least once,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,51.5
3295,At least once,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,50.5
3296,At least once,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,39.5
3297,At least once,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,46.6
3298,At least once,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,41.2
3299,At least once,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,42.2
3300,At least once,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,37.5
3301,At least once,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,28.3
3302,At least once,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,18.0
3303,At least once,Austria,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,55.2
3304,At least once,Austria,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,50.0
3305,At least once,Austria,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,39.6
3306,At least once,Austria,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,45.3
3307,At least once,Austria,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,40.4
3308,At least once,Austria,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,45.6
3309,At least once,Austria,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,30.3
3310,At least once,Austria,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,27.9
3311,At least once,Austria,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,20.8
3312,At least once,Poland,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,49.8
3313,At least once,Poland,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,45.1
3314,At least once,Poland,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,27.5
3315,At least once,Poland,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,37.4
3316,At least once,Poland,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,28.5
3317,At least once,Poland,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,30.8
3318,At least once,Poland,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,19.9
3319,At least once,Poland,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,12.2
3320,At least once,Poland,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,4.2
3321,At least once,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,54.3
3322,At least once,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,51.4
3323,At least once,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,18.9
3324,At least once,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,29.8
3325,At least once,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,13.0
3326,At least once,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,15.4
3327,At least once,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,7.5
3328,At least once,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,6.0
3329,At least once,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,2.2
3330,At least once,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,49.6
3331,At least once,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,43.3
3332,At least once,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,26.3
3333,At least once,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,33.1
3334,At least once,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,25.5
3335,At least once,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,27.3
3336,At least once,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,20.2
3337,At least once,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,13.3
3338,At least once,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,5.8
3339,At least once,Poland,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,35.5
3340,At least once,Poland,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,43.4
3341,At least once,Poland,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,37.3
3342,At least once,Poland,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,42.9
3343,At least once,Poland,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,40.6
3344,At least once,Poland,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,42.4
3345,At least once,Poland,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,31.2
3346,At least once,Poland,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,20.6
3347,At least once,Poland,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,7.2
3348,At least once,Portugal,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,48.1
3349,At least once,Portugal,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,46.3
3350,At least once,Portugal,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,27.5
3351,At least once,Portugal,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,41.0
3352,At least once,Portugal,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,30.6
3353,At least once,Portugal,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,35.0
3354,At least once,Portugal,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,19.8
3355,At least once,Portugal,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,13.5
3356,At least once,Portugal,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,5.5
3357,At least once,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,46.5
3358,At least once,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,41.7
3359,At least once,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,20.4
3360,At least once,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,31.0
3361,At least once,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,23.4
3362,At least once,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,28.9
3363,At least once,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,16.9
3364,At least once,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,12.2
3365,At least once,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,4.8
3366,At least once,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,49.0
3367,At least once,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,50.0
3368,At least once,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,41.6
3369,At least once,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,46.0
3370,At least once,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,40.5
3371,At least once,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,43.2
3372,At least once,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,27.1
3373,At least once,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,26.9
3374,At least once,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,15.4
3375,At least once,Portugal,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,52.2
3376,At least once,Portugal,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,50.1
3377,At least once,Portugal,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,39.4
3378,At least once,Portugal,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,48.1
3379,At least once,Portugal,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,41.0
3380,At least once,Portugal,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,40.7
3381,At least once,Portugal,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,30.5
3382,At least once,Portugal,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,18.6
3383,At least once,Portugal,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,14.4
3384,At least once,Romania,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,29.5
3385,At least once,Romania,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,28.3
3386,At least once,Romania,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,16.2
